index,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,x,y
5658,22.73080064723579,29.45132782683077,15.0,19.679397285243887,127.1443165344514,151.426763078777,215.8857224045277,18.353433413230935,21.187318535951466,59.37777380021859,49.434524402715425,3.806447237020471,4.539248289155752
5659,23.129129598721708,25.402794435730925,15.0,15.352499526994414,110.59914772721176,182.49650511403377,181.0930631383669,16.939150154782,19.047705491216853,57.22315032609732,53.67977392447667,3.801737975684116,4.75943116912549
5660,28.05810311769326,24.866636121843896,15.0,15.0,87.59354188041753,221.7842894335223,138.44375347114868,15.946405661550314,16.181381250113382,49.28071851727415,59.04451438755051,3.7972729709561017,4.9824424154642175
5661,28.38127906372015,22.98358666165405,15.0,15.0,76.82166383733565,259.3651962663158,103.57731160698214,15.0,15.0,45.40828140840554,62.682429485400455,3.79655645416994,5.2046130296723945
5662,26.08645897144893,22.207840548296257,15.0,15.0,63.03544282802514,287.7123689657353,90.72588950039592,15.0,15.0,40.29174487470609,64.63599159220516,3.7999078206333055,5.412937467977304
5663,32.36873357187305,22.82586039705524,15.0,15.0,61.61642863594649,264.4157548708538,72.04599617978859,15.0,15.0,38.00264179709315,58.817175756200896,3.630360015083891,5.542005361429714
5664,42.77388856495793,24.473642311011968,15.0,15.0,66.59544002271032,206.70220283096592,57.14780539981807,15.0,15.0,28.85287061534159,46.81771567527521,3.4159664704480392,5.567422724400999
5665,61.7778072086259,30.0032826855966,15.0,15.0,76.3166915377412,138.48401543381377,43.263707367831174,15.0,15.0,22.55267015595253,32.57885090400413,3.0712592052216943,5.590183381970896
5666,75.36672032355195,31.458423420234126,15.0,15.0,62.1419488075817,126.48204763329692,34.51423168418362,15.0,15.0,21.393201551854347,29.394839148606053,2.9763053309368086,5.789676513360591
5667,77.42116111153508,29.900768254587987,15.0,15.0,50.7664799572731,15.0,30.04426320338681,15.0,15.0,18.1460036648706,15.0,2.9692061130664404,6.0105217648887415
5668,78.54784196365183,25.428974167765713,15.0,15.0,39.48862458392596,15.0,26.986131765137767,15.0,15.0,15.0,15.0,2.9345933088533425,6.239248690767963
5669,77.38562231531944,21.036770447706974,15.0,15.0,29.80400143273557,105.1979077961431,18.289399583672587,15.0,15.0,15.0,27.14698322047268,2.8848830230247344,6.477539488792247
5670,74.43164364210519,19.762631349065423,15.0,15.0,22.47585620957121,94.31055069138031,15.0,15.0,15.0,15.0,26.36820494509393,2.8506637320051964,6.723668622100388
5671,69.45572800839182,17.034203321220225,15.0,15.0,18.941570460044677,84.0633785070015,15.0,15.0,15.0,15.0,24.41076965175507,2.836565413425858,6.942263156126468
