vive_data|last_cmd
[ 1.09403881e+00  4.67504519e-01  1.06719148e-01  1.77720481e+02 -1.65996107e+02 -9.05364548e+01]|TURN:-2231
[ 1.04219711e+00  5.55815889e-01  1.09255890e-01  1.77606133e+02 -1.66816637e+02 -9.03180722e+01]|MOVE:900.186645080008
[ 1.03972730e+00  5.56007362e-01  1.10570950e-01  1.77560973e+02 -1.41177563e+02 -9.06051754e+01]|TURN:294
[ 1.03298136e+00  6.52837805e-01  1.15475578e-01  1.77527055e+02 -1.40270618e+02 -9.05186147e+01]|MOVE:900.186645080008
[ 1.03400622e+00  6.52261164e-01  1.16060133e-01  1.77739051e+02 -1.47380896e+02 -9.01611002e+01]|TURN:-86
[ 1.01195347e+00  7.52861133e-01  1.16903734e-01  1.77616023e+02 -1.47832303e+02 -9.03239176e+01]|MOVE:900.186645080008
[ 9.89943912e-01  8.54207331e-01  1.18140994e-01  1.77761643e+02 -1.47550471e+02 -9.02202944e+01]|MOVE:900.186645080008
[ 9.95308143e-01  8.63643481e-01  1.16397998e-01  1.77316442e+02  1.15261655e+02 -8.86598718e+01]|TURN:-1137
[ 8.97896372e-01  8.37073195e-01  1.12060098e-01  1.77794950e+02  1.14606368e+02 -8.87769208e+01]|MOVE:900.186645080008
[ 7.99720767e-01  8.09676020e-01  1.07849808e-01  1.78267926e+02  1.14935257e+02 -8.90407974e+01]|MOVE:900.186645080008
[ 7.04784103e-01  7.78496437e-01  1.07151432e-01  1.78039274e+02  1.14961635e+02 -8.89502626e+01]|MOVE:900.186645080008
[ 7.05009134e-01  7.76235066e-01  1.08066556e-01  1.78233302e+02  1.22265454e+02 -8.92944798e+01]|TURN:92
[ 6.04452134e-01  7.61579002e-01  1.06040389e-01  1.77892172e+02  1.23083496e+02 -8.90012660e+01]|MOVE:900.186645080008
[ 5.03316820e-01  7.46657769e-01  1.03920713e-01  1.78041859e+02  1.23387325e+02 -8.89284840e+01]|MOVE:900.186645080008
[ 4.05460816e-01  7.29612692e-01  1.04557036e-01  1.77698371e+02  1.23580749e+02 -8.90403898e+01]|MOVE:900.186645080008
[ 4.06189019e-01  7.28989002e-01  1.05505604e-01  1.77448197e+02  1.17600105e+02 -8.87549144e+01]|TURN:-75
[ 3.12719646e-01  6.99717882e-01  1.06369980e-01  1.77111144e+02  1.17080096e+02 -8.84849581e+01]|MOVE:900.186645080008
[  0.29549259   0.70215816   0.10320059   2.07276064 -74.9707625  93.14988533]|TURN:-2234
[  0.38462603   0.74832229   0.10458729   3.1273183  -75.61805972  94.67037704]|MOVE:900.186645080008
[  0.38496994   0.75123504   0.10460048   0.47102293 -53.18068572  91.71852856]|TURN:269
[  0.485119     0.75852374   0.10535798   0.48497855 -52.03984264  91.76714653]|MOVE:900.186645080008
[  0.48486377   0.75837685   0.10493966   0.94256241 -60.8208875  92.27232636]|TURN:-103
[  0.58238335   0.78181414   0.10596391   0.97643662 -61.70027647  92.42003891]|MOVE:900.186645080008
[  0.68053461   0.80485361   0.10737557   1.21858069 -61.65578225  92.66906762]|MOVE:900.186645080008
[  0.77848728   0.82867994   0.10795535   1.75924743 -61.69368319  93.55687695]|MOVE:900.186645080008
[  0.87652666   0.85274654   0.10932601   1.09266645 -61.73998302  92.86324211]|MOVE:900.186645080008
[  0.97649016   0.87432713   0.11234136   0.90373044 -61.92391789  92.72064704]|MOVE:900.186645080008
[ 9.90547841e-01  8.66073077e-01  1.16022320e-01  1.77918986e+02  1.44003161e+02 -8.98863828e+01]|TURN:-1805
[ 8.86700386e-01  8.92063675e-01  1.11271103e-01  1.78310645e+02  1.43385023e+02 -8.96529480e+01]|MOVE:900.186645080008
[ 8.83530142e-01  8.93359823e-01  1.09263369e-01  1.78325987e+02  1.63935321e+02 -9.00823435e+01]|TURN:237
[ 7.96421492e-01  9.47569057e-01  1.10003011e-01  1.77919674e+02  1.65090209e+02 -8.99230231e+01]|MOVE:900.186645080008
[ 7.08341464e-01  1.00348272e+00  1.10582680e-01  1.77770218e+02  1.65019168e+02 -8.99250320e+01]|MOVE:900.186645080008
[ 7.07877800e-01  1.01165016e+00  1.09229748e-01  1.77410788e+02  1.05624483e+02 -8.85076265e+01]|TURN:-691
[ 6.19782490e-01  9.64746913e-01  1.08352886e-01  1.77950034e+02  1.05297782e+02 -8.90624186e+01]|MOVE:900.186645080008
[ 5.30897863e-01  9.18169930e-01  1.06582412e-01  1.78348438e+02  1.05577637e+02 -8.92707147e+01]|MOVE:900.186645080008
[ 5.30566323e-01  9.16892492e-01  1.06505059e-01  1.78335917e+02  1.16438976e+02 -8.93906240e+01]|TURN:130
[ 4.34404410e-01  8.90180385e-01  1.05746903e-01  1.78481844e+02  1.17370095e+02 -8.96501449e+01]|MOVE:900.186645080008
[ 0.431495    0.89428185  0.10571423 -0.31216072 64.05131967 89.60480856]|TURN:-616
[ 0.39871549  0.79920101  0.10395955 -0.29263824 63.66866666 89.60475291]|MOVE:900.186645080008
[ 0.36728033  0.70286948  0.10367462 -0.5532097  63.62653762 89.51912753]|MOVE:900.186645080008
[ 0.36867822  0.70111817  0.10425472  1.37174294 79.54404099 87.18573867]|TURN:190
[ 0.30931663  0.62164645  0.10260868  1.19948694 80.32170579 87.54572526]|MOVE:900.186645080008
[ 0.30328062  0.62391508  0.10222618 -0.45715282 20.28116712 90.3679445 ]|TURN:-692
[ 0.34667543  0.52741904  0.10223532 -0.59711308 19.51909278 90.77380166]|MOVE:900.186645080008
[ 0.38507307  0.43479602  0.09882488 -0.63636203 20.14492592 90.96914481]|MOVE:900.186645080008
[ 0.38593279  0.43377233  0.09850217 -0.94091599 27.49403169 91.02317476]|TURN:91
[ 0.4099877   0.34805576  0.09941966 -0.9346442  18.48545175 90.66169496]|MOVE:900.186645080008
[  0.40804941   0.34365316   0.10037375   0.226444   -32.13761922  91.70948445]|TURN:-591
[ 4.67329843e-01  3.46588648e-01  9.94879877e-02 -7.78030259e-02 -1.51807351e+01  9.11181370e+01]|MOVE:900.186645080008
[ 0.46987447  0.34821169  0.09918678 -0.75666089 17.81731445 90.7942733 ]|TURN:387
[ 0.47387802  0.34536088  0.09964299 -0.95392944 20.68501614 90.50941155]|MOVE:900.186645080008
[ 0.47612633  0.34679571  0.10010602 -1.06311743 43.5327123  90.01780181]|TURN:278
[ 0.46791696  0.33716225  0.10103899 -1.35220744 37.93843359 90.13045366]|MOVE:900.186645080008
[  0.4506226    0.33705242   0.10266887  -0.16530775 -53.17157954  91.41358472]|TURN:-1201
[  0.49956261   0.34663974   0.10296999  -0.59568632 -20.11126059  91.00622472]|MOVE:900.186645080008
[ 0.50232203  0.35101144  0.10120421 -0.87648211 35.89530838 90.05649075]|TURN:665
[ 0.50297586  0.3218534   0.09877341 -0.96647356 35.59370278 90.07394226]|MOVE:900.186645080008
[  0.49280731   0.33035554   0.09947308  -0.58208591 -10.80909406  90.72960364]|TURN:-635
[ 0.52492724  0.31656939  0.10015487 -0.43567304 -1.81000952 90.75862011]|MOVE:900.186645080008
[ 0.52679371  0.31704913  0.09980062 -0.65796564 20.17179915 90.09425551]|TURN:253
[ 0.56639451  0.22198305  0.09836619 -0.47296452 20.53775877 89.82905692]|MOVE:900.186645080008
[  0.56311428   0.21801869   0.0992146    0.10092615 -40.42841508  90.92235   ]|TURN:-717
[ 6.65411552e-01  2.03562492e-01  1.02361640e-01 -5.84847681e-02 -4.01219403e+01  9.07117289e+01]|MOVE:900.186645080008
[  0.66629571   0.20049723   0.10235908   2.65345525 -72.95051474  93.79483604]|TURN:-380
[  0.75420007   0.24436897   0.10158693   3.06101496 -73.28928949  94.76920905]|MOVE:900.186645080008
[  0.75525247   0.24592843   0.10128787   1.7278797  -65.65393226  93.40406575]|TURN:88
[  0.85075479   0.27529227   0.10153054   2.26207522 -64.95526652  94.43652502]|MOVE:900.186645080008
[  0.94607394   0.30424811   0.10173912   2.34857166 -65.00833046  94.41573131]|MOVE:900.186645080008
[ 9.46786283e-01  2.99073902e-01  1.01618313e-01  1.74575789e+02 -1.12165079e+02 -9.33894268e+01]|TURN:-574
[ 9.86749500e-01  3.88895326e-01  1.03751060e-01  1.75733617e+02 -1.11803958e+02 -9.22648480e+01]|MOVE:900.186645080008
[ 1.02833874e+00  4.80348325e-01  1.06022987e-01  1.75387053e+02 -1.11876939e+02 -9.29078714e+01]|MOVE:900.186645080008
[ 1.02834479e+00  4.81585615e-01  1.06130623e-01  1.73980611e+02 -1.05224073e+02 -9.43394008e+01]|TURN:81
[ 1.08052034e+00  5.66953157e-01  1.07470121e-01  1.73117818e+02 -1.04454089e+02 -9.50102904e+01]|MOVE:900.186645080008
[ 1.08721995e+00  5.63145101e-01  1.09731649e-01  1.77367534e+02 -1.57077727e+02 -9.04468545e+01]|TURN:-607
[ 1.05046368e+00  6.57561233e-01  1.12811705e-01  1.77478220e+02 -1.57341760e+02 -9.03111621e+01]|MOVE:900.186645080008
[ 1.01300045e+00  7.53969581e-01  1.14588183e-01  1.77550137e+02 -1.57057793e+02 -9.03370093e+01]|MOVE:900.186645080008
[ 1.01196820e+00  7.54455768e-01  1.14920624e-01  1.77414450e+02 -1.48721311e+02 -9.04708787e+01]|TURN:101
[ 9.90604722e-01  8.53588332e-01  1.16987288e-01  1.77551446e+02 -1.48003168e+02 -9.02763526e+01]|MOVE:900.186645080008
[ 0.99091598  0.86585805  0.11659365 -0.31688352 32.22277209 89.88388604]|TURN:-2096
[ 1.0127062   0.76694187  0.11464988 -0.40396204 31.91192634 89.75954406]|MOVE:900.186645080008
[ 1.0150687   0.76560278  0.11448845 -0.28628537 51.74357497 89.14821329]|TURN:228
[ 1.00125801  0.66633924  0.1124109  -0.55248112 52.14441836 89.32033282]|MOVE:900.186645080008
[ 0.98656478  0.56776804  0.10922149 -0.66329973 52.34319869 89.41812158]|MOVE:900.186645080008
[ 0.98531551  0.5684442   0.10842322 -0.71019478 44.07906442 89.59746304]|TURN:-96
[ 0.98627281  0.46732422  0.10575125 -0.27694149 43.32650462 89.42792585]|MOVE:900.186645080008
[ 0.98782111  0.36478507  0.10375966 -0.45481707 43.48539101 89.79824091]|MOVE:900.186645080008
[ 9.90935168e-01  3.59177483e-01  1.02803595e-01  1.77697478e+02  1.09434383e+02 -8.84993029e+01]|TURN:769
[ 8.98367081e-01  3.22057918e-01  1.01347167e-01  1.77917408e+02  1.10352554e+02 -8.93460504e+01]|MOVE:900.186645080008
[ 8.97748947e-01  3.22381065e-01  1.01446937e-01  1.78045028e+02  1.03992546e+02 -8.92191438e+01]|TURN:-76
[ 8.11355943e-01  2.73577479e-01  1.01290759e-01  1.77491608e+02  1.03642252e+02 -8.85622534e+01]|MOVE:900.186645080008
[ 7.23434663e-01  2.25831073e-01  1.00623562e-01  1.75954472e+02  1.03778980e+02 -8.71407107e+01]|MOVE:900.186645080008
[ 7.12971972e-01  2.20820752e-01  1.00620179e-01  1.75152929e+02 -1.04323064e+02 -9.30839026e+01]|TURN:1763
[ 7.66761767e-01  3.03865133e-01  1.02319572e-01  1.74634535e+02 -1.03641017e+02 -9.29803985e+01]|MOVE:900.186645080008
[ 7.68412630e-01  3.02943130e-01  1.03222665e-01  1.76418421e+02 -1.12732926e+02 -9.13709351e+01]|TURN:-107
[ 8.07233775e-01  3.95145648e-01  1.04369416e-01  1.76731746e+02 -1.13152270e+02 -9.11692217e+01]|MOVE:900.186645080008
[ 8.45000019e-01  4.87932377e-01  1.05641856e-01  1.76771732e+02 -1.12942019e+02 -9.13791574e+01]|MOVE:900.186645080008
[ 8.84177038e-01  5.81479741e-01  1.06599937e-01  1.75518679e+02 -1.12809908e+02 -9.25607442e+01]|MOVE:900.186645080008
[ 9.22725740e-01  6.74937917e-01  1.08000806e-01  1.75521133e+02 -1.12678033e+02 -9.25576341e+01]|MOVE:900.186645080008
[ 9.23476999e-01  6.75085170e-01  1.08058151e-01  1.76102711e+02 -1.19212821e+02 -9.20368601e+01]|TURN:-79
[ 9.52729995e-01  7.69305771e-01  1.11797177e-01  1.76586985e+02 -1.19556855e+02 -9.14545335e+01]|MOVE:900.186645080008
[ 9.83372399e-01  8.60888335e-01  1.17324061e-01  1.76615547e+02 -1.19502687e+02 -9.16742285e+01]|MOVE:900.186645080008
[ 0.98645245  0.87158209  0.11692988 -0.70504625 28.77048335 89.94665432]|TURN:1730
[ 1.0125901   0.77269338  0.11525982 -0.59160613 29.74010418 90.06969475]|MOVE:900.186645080008
[ 1.01177484  0.77230403  0.11531228 -0.68422431 20.75707653 90.29141234]|TURN:-107
[ 1.05433337  0.6759728   0.11514872 -0.73151353 20.72742568 90.54264917]|MOVE:900.186645080008
[ 1.05402167  0.67591716  0.11510111 -0.77505732 12.51326309 90.73334339]|TURN:-96
[ 1.10951427  0.58818445  0.1147479  -1.1229432  11.94779886 90.47615895]|MOVE:900.186645080008
[ 1.11188888e+00  5.79395420e-01  1.11847000e-01  1.77390306e+02 -1.66572031e+02 -9.04905718e+01]|TURN:2107
[ 1.06033353e+00  6.69044069e-01  1.12895496e-01  1.77499819e+02 -1.65620089e+02 -9.03255141e+01]|MOVE:900.186645080008
[ 1.06169382e+00  6.70346533e-01  1.12932384e-01  1.77627371e+02  1.76998838e+02 -9.01733136e+01]|TURN:-203
[ 9.86064763e-01  7.41880410e-01  1.13459618e-01  1.78035133e+02  1.76523213e+02 -9.00632890e+01]|MOVE:900.186645080008
[ 9.09887243e-01  8.14193202e-01  1.13398912e-01  1.78027621e+02  1.76748077e+02 -8.98403313e+01]|MOVE:900.186645080008
[ 8.34436952e-01  8.85954806e-01  1.13786969e-01  1.78151001e+02  1.76941279e+02 -9.00566521e+01]|MOVE:900.186645080008
[ 7.57950215e-01  9.61243345e-01  1.12561026e-01  1.77874125e+02  1.76971896e+02 -9.01890230e+01]|MOVE:900.186645080008
[ 7.57907010e-01  9.62870857e-01  1.12451536e-01  1.77960782e+02  1.65813035e+02 -8.98761083e+01]|TURN:-135
[ 6.69888579e-01  1.02075585e+00  1.11468419e-01  1.77688850e+02  1.65040889e+02 -8.96870127e+01]|MOVE:900.186645080008
[ 0.66669939  1.03347911  0.11054661 -0.5761042  51.93466548 89.1057931 ]|TURN:-1313
[ 0.65378733  0.93179906  0.10836135 -0.41584428 51.45861336 89.28769081]|MOVE:900.186645080008
[ 0.65494241  0.93031067  0.10839845 -0.50916759 62.40370781 89.3273699 ]|TURN:135
[ 0.62198479  0.83510393  0.10645769 -0.28701713 63.50209073 89.47201222]|MOVE:900.186645080008
[ 0.58922041  0.73842568  0.105399   -0.13104085 63.23321855 89.28140856]|MOVE:900.186645080008
[ 0.55690272  0.64212417  0.10465972 -0.45826883 63.60728274 89.43411946]|MOVE:900.186645080008
[ 0.52510452  0.54580892  0.10459369 -0.6287921  63.48059111 89.42387242]|MOVE:900.186645080008
[ 0.52552376  0.54396509  0.10485311 -0.29529339 70.30281769 89.09474816]|TURN:88
[ 0.4798879   0.45627059  0.10318229 -0.5677107  71.40462511 89.45489155]|MOVE:900.186645080008
[ 0.43370982  0.36734805  0.10207482 -0.25899051 71.40193387 89.1644948 ]|MOVE:900.186645080008
[ 4.28831585e-01  3.57372226e-01  1.03346649e-01  1.76596245e+02 -1.25867316e+02 -9.13187957e+01]|TURN:1898
[ 4.45912776e-01  4.57018254e-01  1.03191941e-01  1.76605096e+02 -1.24601313e+02 -9.13740973e+01]|MOVE:900.186645080008
[ 4.46627906e-01  4.57689410e-01  1.02735424e-01  1.76905493e+02 -1.37106259e+02 -9.10274999e+01]|TURN:-146
[ 4.41910826e-01  5.60373965e-01  1.02924666e-01  1.76801130e+02 -1.37667855e+02 -9.12517360e+01]|MOVE:900.186645080008
[ 4.35922152e-01  6.66190037e-01  1.01843846e-01  1.76605682e+02 -1.37377186e+02 -9.11759203e+01]|MOVE:900.186645080008
[ 4.29962006e-01  7.71542974e-01  1.01040065e-01  1.76815508e+02 -1.37200370e+02 -9.11961400e+01]|MOVE:900.186645080008
[ 4.29251468e-01  8.71804029e-01  1.04114022e-01  1.76816596e+02 -1.37323465e+02 -9.15802908e+01]|MOVE:900.186645080008
[  0.42706853   0.87924048   0.10501097   0.29289943 -40.3245523  91.47165821]|TURN:1124
[  0.52904576   0.86347098   0.10658715   0.12280787 -39.86684408  91.44900986]|MOVE:900.186645080008
[  0.52952688   0.86240174   0.10675255   0.18224112 -47.30098461  91.5638528 ]|TURN:-90
[  0.63251362   0.86016949   0.10894664   0.24122205 -47.91041081  91.45998335]|MOVE:900.186645080008
[  0.63308389   0.85969887   0.10892881   0.30230768 -53.2123174  91.60058122]|TURN:-69
[  0.73364185   0.86931084   0.10980994   0.75056165 -53.85275917  92.32841273]|MOVE:900.186645080008
[  0.8336893    0.88062228   0.11024416   0.55372098 -53.81731142  92.25399421]|MOVE:900.186645080008
[  0.83443377   0.8813966    0.11021079   0.26405201 -48.40350732  91.98740343]|TURN:70
[  0.93585584   0.88054054   0.11117607   0.14003851 -47.92550332  92.06470938]|MOVE:900.186645080008
[ 9.48819954e-01  8.75675177e-01  1.13059340e-01  1.78041506e+02  1.21450743e+02 -8.96689770e+01]|TURN:1966
[ 8.47946291e-01  8.62207816e-01  1.08984227e-01  1.78285178e+02  1.22493616e+02 -8.96296949e+01]|MOVE:900.186645080008
[ 8.46849281e-01  8.64044108e-01  1.08791309e-01  1.78795316e+02  1.08084722e+02 -8.99292045e+01]|TURN:-173
[ 7.55363913e-01  8.22928878e-01  1.06142116e-01  1.79313565e+02  1.07500318e+02 -9.01553108e+01]|MOVE:900.186645080008
[ 6.63697146e-01  7.81707005e-01  1.04122947e-01  1.78812591e+02  1.07745853e+02 -8.99899576e+01]|MOVE:900.186645080008
[ 5.72629255e-01  7.39297151e-01  1.03237121e-01  1.78129347e+02  1.07682059e+02 -8.89928315e+01]|MOVE:900.186645080008
[ 4.86512836e-01  6.91912396e-01  1.05870650e-01  1.76943182e+02  1.08071956e+02 -8.79357338e+01]|MOVE:900.186645080008
[ 3.98834887e-01  6.48219155e-01  1.06575700e-01  1.76500700e+02  1.08131013e+02 -8.77475578e+01]|MOVE:900.186645080008
[ 3.08488100e-01  6.06153840e-01  1.06040590e-01  1.76224644e+02  1.08155134e+02 -8.75905100e+01]|MOVE:900.186645080008
[  0.29285023   0.60664583   0.10358912   2.29489581 -75.61835192  93.26425525]|TURN:-2131
[  0.37990042   0.65504714   0.10415055   2.15193752 -76.21494099  93.68278938]|MOVE:900.186645080008
[ 3.80415446e-01  6.57543998e-01  1.04529809e-01 -8.10556789e-02 -5.08892651e+01  9.11999201e+01]|TURN:299
[  0.48402858   0.65832331   0.10712483   0.22116586 -50.02004167  91.60334081]|MOVE:900.186645080008
[  0.48376057   0.65782411   0.10665783   0.99832261 -61.93965505  92.34774016]|TURN:-142
[  0.57839461   0.68448167   0.10600136   1.0732291  -62.70595771  92.55320366]|MOVE:900.186645080008
[  0.67488267   0.7105297    0.10625384   1.24882991 -62.64492966  92.86138133]|MOVE:900.186645080008
[  0.77306957   0.73567855   0.10745646   1.27009073 -62.50519648  93.08881483]|MOVE:900.186645080008
[  0.77405967   0.7365293    0.10771191   0.40677683 -52.53410116  92.01902756]|TURN:120
[  0.8738476    0.74364996   0.1084165   -0.09321507 -51.65963788  91.46021462]|MOVE:900.186645080008
[ 8.85294240e-01  7.43729221e-01  1.07902278e-01  1.76844208e+02  1.02482515e+02 -8.82016406e+01]|TURN:1793
[ 7.98351680e-01  6.94938967e-01  1.05994356e-01  1.77256950e+02  1.03393537e+02 -8.83327753e+01]|MOVE:900.186645080008
[ 7.98191176e-01  6.94768097e-01  1.06781246e-01  1.46411104e+02  9.07437550e+01 -5.76239225e+01]|TURN:-148
[ 7.26731026e-01  6.25496317e-01  1.06641682e-01  1.45503796e+02  9.05327943e+01 -5.68301736e+01]|MOVE:900.186645080008
[ 6.49807325e-01  5.61240693e-01  1.02369162e-01  1.43400909e+02  9.03422803e+01 -5.45306180e+01]|MOVE:900.186645080008
[ 0.64831525  0.56263245  0.10149787 -0.43708419 80.99659332 89.44520711]|TURN:-107
[ 0.58996617  0.48179257  0.10177099 -0.40009342 80.97146873 89.32595287]|MOVE:900.186645080008
[ 5.80224701e-01  4.75705182e-01  1.01307777e-01  1.74268626e+02 -1.05368906e+02 -9.40836357e+01]|TURN:-2177
[ 6.32608797e-01  5.59384869e-01  1.04438043e-01  1.74636323e+02 -1.05818106e+02 -9.36082219e+01]|MOVE:900.186645080008
[  0.63091956   0.56355188   0.10320336  10.12014249 -84.31499947 101.75561373]|TURN:253
[  0.70908093   0.62467622   0.10271195   8.71713108 -83.59615354 100.55859076]|MOVE:900.186645080008
[  0.79080552   0.68205534   0.10557647   7.49822369 -83.38197059  99.16984084]|MOVE:900.186645080008
[ 7.92275828e-01  6.79706619e-01  1.06525598e-01  1.72533315e+02 -9.87998123e+01 -9.57214207e+01]|TURN:-182
[ 8.53458264e-01  7.57808605e-01  1.09271997e-01  1.72044661e+02 -9.94010400e+01 -9.63564297e+01]|MOVE:900.186645080008
[ 0.86264002  0.76616988  0.10885314  0.10205563 72.5489157  88.87361035]|TURN:-2204
[ 0.81559305  0.67747786  0.10723127  0.8542125  71.76438087 88.02485253]|MOVE:900.186645080008
[ 8.16604070e-01  6.73740719e-01  1.07583733e-01  1.74217822e+02  9.79955723e+01 -8.57011997e+01]|TURN:306
[ 7.34215975e-01  6.18372023e-01  1.05601480e-01  1.76113397e+02  9.88058645e+01 -8.72298524e+01]|MOVE:900.186645080008
[ 7.33190474e-01  6.18985037e-01  1.05248693e-01  1.67136171e+02  9.20319415e+01 -7.82663694e+01]|TURN:-79
[ 6.56833769e-01  5.55156091e-01  1.02254129e-01  1.68388538e+02  9.17269138e+01 -7.94766444e+01]|MOVE:900.186645080008
[ 0.65533016  0.55612988  0.1014077   1.99961073 86.18811491 86.94668929]|TURN:-66
[ 0.58842865  0.48265987  0.10011095  2.53096734 86.12348878 86.55902445]|MOVE:900.186645080008
[ 5.80297098e-01  4.74768400e-01  1.01542587e-01  1.74899431e+02 -1.06481722e+02 -9.33724049e+01]|TURN:-2254
[ 6.31057783e-01  5.60100812e-01  1.04394559e-01  1.75215320e+02 -1.06877399e+02 -9.30925324e+01]|MOVE:900.186645080008
[  0.62914096   0.56433394   0.10315615  10.73205563 -84.88141137 102.3404079 ]|TURN:257
[  0.70656435   0.62650809   0.10264334   9.1654952  -83.94078915 100.89448657]|MOVE:900.186645080008
[  0.78750784   0.68522961   0.10487442   8.40394463 -83.77830713 100.02533634]|MOVE:900.186645080008
[ 7.89170742e-01  6.83279009e-01  1.05981886e-01  1.66436500e+02 -9.44906973e+01 -1.01737365e+02]|TURN:-128
[ 8.56631939e-01  7.56166931e-01  1.09069956e-01  1.66973373e+02 -9.50865966e+01 -1.01408928e+02]|MOVE:900.186645080008
[ 8.67044914e-01  7.60763057e-01  1.08000342e-01  1.77331994e+02  1.17444476e+02 -8.87283712e+01]|TURN:-1726
[ 7.72415132e-01  7.30828874e-01  1.09059050e-01  1.78377485e+02  1.17351331e+02 -8.94047137e+01]|MOVE:900.186645080008
[ 7.72178390e-01  7.27720748e-01  1.09867262e-01  1.78058928e+02  1.37928285e+02 -8.95093705e+01]|TURN:246
[ 6.69465657e-01  7.41655505e-01  1.07400641e-01  1.78111756e+02  1.38665249e+02 -8.94799802e+01]|MOVE:900.186645080008
[ 6.69036490e-01  7.42374553e-01  1.07223928e-01  1.78007227e+02  1.32754631e+02 -8.92115163e+01]|TURN:-77
[ 5.66928416e-01  7.44196341e-01  1.05943131e-01  1.78323343e+02  1.32530547e+02 -8.95982127e+01]|MOVE:900.186645080008
[ 0.56011422  0.75357295  0.10455478 -0.19520378 35.2631125  90.11603565]|TURN:-1130
[ 0.57460818  0.65412009  0.10103869 -0.52890647 34.55052581 90.27155901]|MOVE:900.186645080008
[ 0.57597933  0.65279496  0.10145592 -0.42834653 44.26371009 90.08756897]|TURN:120
[ 0.57460979  0.55032154  0.10026972 -0.6195505  45.39745915 90.08057955]|MOVE:900.186645080008
[ 0.57624478  0.54814674  0.10108091 -0.84700256 55.58845079 89.91098882]|TURN:124
[ 0.55758519  0.44775802  0.10187375 -0.81676442 56.60490483 89.781846  ]|MOVE:900.186645080008
[  0.54788422   0.44465687   0.10091635   0.21112206 -53.04572796  91.68979452]|TURN:-1279
[  0.64767232   0.45415397   0.10113758   0.41572799 -53.50985498  91.85031076]|MOVE:900.186645080008
[  0.74859371   0.46398703   0.10135066   0.31356431 -53.2213504  91.95451827]|MOVE:900.186645080008
[ 7.49611050e-01  4.64967658e-01  1.01400120e-01 -9.49978486e-03 -4.37436729e+01  9.15371529e+01]|TURN:112
[  0.85149086   0.45466367   0.10231398   0.15827829 -42.62475875  91.57909807]|MOVE:900.186645080008
[ 8.57664926e-01  4.45633659e-01  1.02702032e-01  1.77217498e+02 -1.48264681e+02 -9.09193281e+01]|TURN:-1224
[ 8.37124122e-01  5.43335837e-01  1.07146579e-01  1.77661011e+02 -1.48566547e+02 -9.05854527e+01]|MOVE:900.186645080008
[ 8.36304566e-01  5.44172738e-01  1.07669748e-01  1.77308398e+02 -1.37475514e+02 -9.08498222e+01]|TURN:131
[ 8.33084953e-01  6.46570364e-01  1.08474443e-01  1.77592156e+02 -1.36643791e+02 -9.06518492e+01]|MOVE:900.186645080008
[ 8.32516557e-01  6.47716184e-01  1.08556883e-01  1.77234390e+02 -1.29232357e+02 -9.10905031e+01]|TURN:91
[ 8.44538190e-01  7.48185010e-01  1.09755052e-01  1.77022003e+02 -1.27993579e+02 -9.13399304e+01]|MOVE:900.186645080008
[ 0.8521244   0.75859852  0.10928097  1.64818121 79.7786599  87.16429624]|TURN:-1785
[ 0.79555489  0.67511145  0.10901022  2.65349174 79.08817    86.13969877]|MOVE:900.186645080008
[ 7.95427497e-01  6.72677296e-01  1.09091605e-01  1.69824535e+02  9.35667953e+01 -8.10912891e+01]|TURN:173
[ 7.16048791e-01  6.14034894e-01  1.05237187e-01  1.72223503e+02  9.46088877e+01 -8.34988092e+01]|MOVE:900.186645080008
[ 0.71520584  0.61490495  0.10490293  4.74946545 87.15273318 83.8514859 ]|TURN:-89
[ 0.64693393  0.5429884   0.10321068  4.12206964 86.69406892 84.62511793]|MOVE:900.186645080008
[ 0.57685648  0.47123848  0.10079366  4.02012031 87.07436709 85.01643954]|MOVE:900.186645080008
[ 5.71645794e-01  4.60781740e-01  1.02989919e-01  1.77328246e+02 -1.30718563e+02 -9.09995998e+01]|TURN:1660
[ 5.80726509e-01  5.62315913e-01  1.03775028e-01  1.77149605e+02 -1.29714372e+02 -9.10515789e+01]|MOVE:900.186645080008
[ 5.81794359e-01  5.62831634e-01  1.03777563e-01  1.77353056e+02 -1.39857832e+02 -9.07778349e+01]|TURN:-119
[ 5.69737446e-01  6.68102561e-01  1.02039915e-01  1.77336137e+02 -1.40331364e+02 -9.09248422e+01]|MOVE:900.186645080008
[ 5.61825645e-01  7.70314538e-01  1.04073835e-01  1.77163923e+02 -1.40312285e+02 -9.09493915e+01]|MOVE:900.186645080008
[ 0.56356594  0.77990289  0.10581125 -0.40278409 13.75392282 90.17806978]|TURN:1795
[ 0.61721368  0.68683761  0.10703947 -0.78898654 14.81665214 90.28661728]|MOVE:900.186645080008
[ 0.61721199  0.68499454  0.10771652 -0.61256405  3.32618149 90.29361797]|TURN:-137
[ 0.68514391  0.6052256   0.10756781 -0.51538208  2.64917756 90.35241379]|MOVE:900.186645080008
[ 0.68381928  0.60554943  0.10671506 -0.4555381  -4.84234788 90.48644675]|TURN:-88
[ 0.76087442  0.53671743  0.10567379 -0.38283591 -5.20405912 90.55663251]|MOVE:900.186645080008
[ 0.83792847  0.46810159  0.10475066 -0.34027348 -5.03333378 90.28901028]|MOVE:900.186645080008
