,vlp_x,vlp_y,vlp_heading,vlp_heading_change,encoder_heading_change,encoder_heading,encoder_x,encoder_y,rnn_x,rnn_y,rnn_heading,ekf_x,ekf_y,ekf_heading,real_x,real_y,real_heading
370,0.4159850478172302,0.37426838278770447,157.16143798828125,-0.63861083984375,0,16.330074527558082,0.3377460448229379,0.6423396409442775,0.45787683,0.3989991,142.28845,0.41720960509267524,0.3781883850517424,156.48125806347926,0.45206624334111384,0.4082276443964436,148.0403712293141
371,0.5477750897407532,0.22032131254673004,139.4340362548828,-17.7274169921875,0,16.330074527558082,0.3691683318102475,0.74958647886495,0.52559483,0.31779733,141.97346,0.4667008031201647,0.2706015877167419,157.58234196977935,0.5109441467608195,0.3168262912643957,148.99125212587157
372,0.44190165400505066,0.3508524000644684,-39.0454216003418,-178.47946166992188,166.40948028749872,-177.2604451849432,0.3638268721829365,0.6379589142917423,0.46040913,0.37872118,-47.23556,0.40290995493512977,0.35944345009897505,-35.09350591821153,0.43522960365798674,0.3922343008999228,-43.898675558195805
373,0.5129569172859192,0.4482076168060303,36.12405014038086,75.16947174072266,67.3709222094752,-109.889522975468,0.2587377478428249,0.5999389154894754,0.49178514,0.4660926,15.103517,0.4659095074433473,0.454091927876622,33.41147004136448,0.47622321658285105,0.49404709791139273,23.93228242519345
374,0.5953023433685303,0.5751267671585083,32.9755973815918,-3.1484375,0,-109.889522975468,0.15364862350271324,0.5619189166872085,0.5261899,0.56453466,16.757198,0.5335765852820826,0.5513213299595292,35.00602545735503,0.5191640413900629,0.5962935750647945,25.0451678164996
375,0.47909456491470337,0.42825260758399963,-141.6487274169922,-174.62432861328125,-177.80634891401286,72.30412811051917,0.26011602932673655,0.5958885481335248,0.49532983,0.46065056,-162.65443,0.46587471728109514,0.4610900956428836,-143.30719770328008,0.4698261983229665,0.4961677538388601,-152.94332296563843
376,0.34484586119651794,0.3999009430408478,-101.9249267578125,39.72380065917969,45.12308819786578,117.42721630838496,0.3593096521961419,0.5444116645299304,0.392091,0.42679095,-112.915535,0.3553398091682623,0.44371066936162945,-98.90507026071636,0.3656195660416732,0.45676475672621614,-108.2254630843392
377,0.2723580300807953,0.49943026900291443,-36.06608581542969,65.85884094238281,63.583124514900135,-178.9896591767149,0.35733908684247195,0.43267375137739855,0.3144037,0.5106196,-41.548477,0.29177851286082296,0.5323102155747099,-36.34398075357619,0.2876453074119347,0.5337392814852947,-43.75739415824427
378,0.13534227013587952,0.5958459377288818,-54.86659622192383,-18.800506591796875,0,-178.9896591767149,0.355368521488802,0.3209358382248667,0.21173303,0.5871097,-47.630924,0.2231437275691208,0.6205374881888069,-36.68471240224341,0.20848920868187645,0.6120594396199692,-42.950711322539064
379,0.29942548274993896,0.5756174325942993,97.028076171875,151.89466857910156,130.56656441230308,-48.423094764411815,0.27176823000793937,0.39509941168118445,0.31131166,0.60519457,77.59391,0.33293517609811984,0.6131952327939888,94.57273091976249,0.3158450373237496,0.6172638648286587,89.12736728127213
380,0.4093838334083557,0.6034865975379944,75.77775573730469,-21.25030517578125,0,-48.423094764411815,0.18816793852707675,0.4692629851375022,0.40849665,0.6344567,74.68461,0.44286459238141673,0.6040577864953149,94.4455259238652,0.4273635050845995,0.6230155880777954,89.09572335316957
381,0.5235996246337891,0.44224345684051514,144.68833923339844,68.91058349609375,66.34725747349725,17.924162709085437,0.2225615107545236,0.5755941967027394,0.48351464,0.5386537,144.1864,0.4814929749212352,0.4963880867841965,160.84148536419735,0.4788359260657729,0.521360390631313,156.2661505681827
382,0.5346012711524963,0.34131181240081787,173.77926635742188,29.090927124023438,0,17.924162709085437,0.25695508298197045,0.6819254082679765,0.54749125,0.4415918,148.29552,0.5202541009184825,0.3879218171133846,161.4778987571481,0.5276525104466371,0.42079298967617984,156.52100822403622
383,0.48001348972320557,0.5336383581161499,-15.845458984375,170.37527465820312,-176.53642155571026,-158.61225884662483,0.21620043618826523,0.5778662754241163,0.4844489,0.5151065,-34.140278,0.4906386255698642,0.49725966790352366,-15.104894274714244,0.4804997793895856,0.5244407719303247,-18.83435385519431
384,0.4198448061943054,0.6355909109115601,-30.547555923461914,-14.70208740234375,0,-158.61225884662483,0.17544578939456001,0.473807142580256,0.41032967,0.60873324,-33.776634,0.45968684682087313,0.6058164100967405,-15.39637254454708,0.44286207597114036,0.6276403872898658,-18.22036624278485
385,0.41564831137657166,0.47844067215919495,-178.47035217285156,-147.92279052734375,-164.5526247948065,36.83511635856871,0.24244467709845774,0.5632520608816125,0.4203634,0.5028643,167.42374,0.45849733422658606,0.49359251386435754,-179.35537799651462,0.4536720104697665,0.5141155235779883,177.34227972664073
386,0.4518250524997711,0.3189419209957123,167.22067260742188,-14.3089599609375,0,36.83511635856871,0.30944356480235546,0.652696979182969,0.45687926,0.39054704,167.29692,0.45765416447509266,0.3781973039986456,-178.66048146179497,0.461730819457139,0.40254295998465794,177.87875841436082
387,0.3230421245098114,0.34808486700057983,-77.24900817871094,115.53031921386719,73.5150079527391,110.35012431130781,0.4142236535799341,0.6138334055019684,0.38192132,0.35401833,-111.96307,0.34855502739672334,0.34843161051555777,-104.87568447558739,0.3596688195215098,0.36398912523566274,-107.57416288814653
388,0.4224100708961487,0.43527406454086304,48.73505401611328,125.98406219482422,158.28718301674036,-91.36269267195183,0.3024999716272675,0.6111757271099848,0.43428066,0.44071555,37.962772,0.4374416178200114,0.4163257379335367,52.72634397351344,0.4419260873082146,0.4372857945691466,50.76610125033824
389,0.5737286806106567,0.42175352573394775,95.10589599609375,46.37084197998047,23.33938859552527,-68.0233040764266,0.1988652540637385,0.6529978466046182,0.5333347,0.47293037,64.51525,0.5487285030312299,0.4422420901868861,76.9406142479491,0.5478527384264781,0.4713343674738853,74.9967693939152
390,0.3943272531032562,0.5083643794059753,-64.22982788085938,-159.33572387695312,-145.89868930468077,146.07800661889263,0.26123182057448613,0.5602635177659604,0.43429622,0.5061289,-70.87097,0.44255833463317457,0.4833826998574487,-68.84265821951425,0.4450865381942379,0.5024403939564429,-68.58249645556936
391,0.28824594616889954,0.5425958633422852,-72.1155776977539,-7.8857421875,0,146.07800661889263,0.32359838708523375,0.46752918892730255,0.34740373,0.5225564,-77.42552,0.33552996805120155,0.5250584228504975,-68.25941198331093,0.341226356382697,0.540525270552376,-67.70982228470922
