position_id|timestamp|vive_data|vlp_data|cnc_data
0|1732673165.2993076|"[0.271573543548584, -1.0278315544128418, -1.6525745391845703, -178.15998523911796, -126.6377160267376, -87.90210135705807]"|"[ 3.15567838  4.54680163  5.98917114  7.18297507  7.55096119  4.25663023
  6.75988776  7.68242168  6.69773435 21.68352962 58.66868733 40.03211248
  6.11729793  5.82995435  8.34348326  7.90614647  6.48003797  5.41316859
  5.85656526  9.89954027 25.53672584 22.55248657  8.18542586  5.39726147
  5.81969029  5.6572254   4.35359878  4.49382914  6.15935291  6.15409011
  8.94653301 10.74712119  7.08961663  5.83886367  7.14850231  6.35464807
  5.76944556  6.2523168   5.80567079  6.55630481  8.17619688  8.45464872
  7.07655687  4.8488649   4.61198677  4.55910387  4.86212311  5.70283221
  6.46073158  5.87236707  7.41664228  6.75821777  5.84286805  5.04483269
  4.52209596  6.72762638  5.59027561  7.15522493  6.80987813  5.76599203
  7.69008903  7.61849128  5.62573509  4.02906012  5.28695439  6.36830494
  6.66669225  8.77421647  7.97602575  6.33820885  8.03540157  8.3738171
  7.52798381  8.26100794 10.32643104  8.65774992  8.59184221  8.35721744
 11.30904134 11.47761985  9.44373619 10.27023256 11.52212514 10.32656148
 10.72995034 14.23104816 15.52664349 11.50864831 11.8064377  12.35954498
 10.39548198  8.44734161  9.86891789  8.65956679  7.20485757  6.25309912
  7.20689818  9.65239086  9.95606086  6.81766561  7.06511534  9.56910449
  8.26766492  6.1271438   5.63510916  8.47466331  9.87565137  8.4820434
  9.15996133  7.97752577  7.3657609   8.22611343 12.64321623 10.67831579
  7.99939951  7.30533489  5.37780803  4.88586597  6.89173726  6.17491187
  5.16859985  5.28618205  6.87141888  6.62415429  6.18117687  6.83039017
  5.63233404  5.13072723  4.75979323  5.86385666  5.43590036  6.13438636
  9.87828844 21.60358096 14.42353856  6.15138024  6.71739118  7.5725757
  5.27015953  5.44966306  6.48328101  5.25356826  7.24344558  7.85533114
  7.11855202  6.65712827  5.40016393  6.87574331  6.01082956  4.5924671
  5.51423193  3.25842553  5.00399971  6.23649335  7.02661393  7.59074677
  5.56821129  5.50877712  5.10524422  4.54114202  6.21994596  6.34249406
  5.9356514   6.66707817  5.67915914  6.28334382  6.28913457  5.62762808
  6.48114834  6.00617617  5.45925781  4.95957066  6.98728521  6.87068077
  6.82466321  6.16278524  5.82157436  6.94350351  6.11289992  5.16837801
  6.65589788  5.74541227  6.5325779   7.91039021  6.66130696  6.80481737
  6.31614164  5.88360903  5.38163577  6.17015286  5.48567712  5.60892104
  6.01912201  7.33365251  7.23766339  6.27330887  5.40587589  3.87869707
  4.78936241  6.32038915  5.27796495  5.00906645  5.05911569  4.14108565
  4.90944064  5.56884138  4.70175288  4.68289235  5.45350718  5.62822318
  5.68823354  4.74715562  5.1823382   6.15198023  5.32028426  5.1105668
  5.27890566  4.8929652   4.66472742  3.98623588  4.74392523  4.72862891
  4.98290229  6.1318597   5.38708392  4.80085727  5.94822449  5.92833456
  4.42907136  5.0796655   5.99812727  5.92689295  4.90077442  5.22038961
  5.94031312  7.2843107   5.6500205   4.76876442  3.70444661  3.00830246
  4.22485936  5.21810582  4.32840287  4.4048542   5.88569884 13.75088392
 12.37281141  4.34537197  4.62761168  3.85201196  4.62646482  5.44625246
  3.98521296  4.35782234  4.36787911  7.20690566]"|0,0
1|1732673185.1078646|"None"|"[ 4.5058269   5.77708833  5.92960916  5.37532991  5.42673652  7.15359629
  7.44424963  5.57331562  6.7212313  21.47951199 48.66948308 31.62916593
  8.46246916  7.54958784  5.96140539  6.19537322  6.95207679  5.24786388
  4.48455003  8.10394338 19.41569826 19.77809338 13.6706753  13.29547289
  7.7358226   7.00319355  8.00303283  8.60843213  7.94316567  7.56555765
  7.7690235   6.70099534  7.36817358 10.27768304  8.08406642  6.43137717
  5.90329694  6.8701795   7.11463582  7.40889425  7.68928447  7.83023052
  6.43870842  6.45234006  5.4595002   6.86593445  6.72329869  5.88799186
  8.13400917  8.82660209  7.77990092  6.45142293  5.43155215  7.38956915
  6.70188333  6.67620975  7.73522123  6.80281634  5.54423887  6.1966262
  5.83410834  7.76477965  7.1191433   7.3070883   6.75345716  6.12553878
  7.50108739  7.40688243  8.48208342  7.91840015  9.62455094  9.07896825
  9.18117024 10.72869945 10.54516316 10.74070311 11.12753716 13.13609401
 15.03060444  8.43138388  8.88946459 10.83158409 10.39318953 13.07725805
 18.70423631 14.66752875 12.69920821 12.78378533 12.09613827 11.63358103
 11.80482667 11.0954028   7.88131705  7.34216345  7.66653299  7.60384202
  8.2861578   9.17375529  7.85121086  6.9187382   9.92006169 11.59465937
 11.58465257  9.81781935  8.01856298 11.92951686 11.37241125  9.15209984
 11.74108608 10.2342306   7.46568394  7.71643057  8.80040909  6.62926765
  7.36872977  7.6708057   6.55686978  4.46984243  4.82843331  7.16571458
  6.59731195  6.50336103  6.87490019  9.28158086  7.62470871  5.57569193
  5.20783538  4.02532472  4.14068595  6.14605315  4.88242657  5.14736139
  5.53237434 21.73982968 27.94882     8.8208414   6.78063739  6.89292852
  6.9910598   6.80845569  5.96436591  5.88099784  6.67335616  6.97696519
  7.61684201  5.21474826  6.12927842  6.45531583  7.23944367  5.9120441
  5.81328843  5.93526023  6.99957992  6.75320747  4.63282901  3.95017591
  5.53587924  5.77353324  5.1817338   5.93608807  5.65476346  6.52545235
  6.35584788  5.96809558  7.30628376  5.7973882   5.82233876  5.2697917
  6.06931364  7.45184489  6.13251358  6.84455794  6.76309484  5.46598142
  6.75456707  5.43727361  4.94648908  5.18025474  4.79682144  4.8731884
  6.16034774  5.64356078  6.1889829   3.64110784  4.59511047  5.94599199
  5.02662363  3.74539434  3.26331405  4.29088481  5.57221507  6.90752459
  5.55217567  5.27057083  5.11857073  5.06746333  5.58387267  3.80318831
  5.02884731  5.38351007  5.89701772  5.29713693  4.74841056  4.13649943
  3.99787793  5.55416087  6.38627079  4.80788289  6.53729858  5.60671364
  4.24756539  5.1976206   6.43467462  5.39146837  5.62931285  5.99860081
  4.10574495  3.80142191  4.43220632  5.46542635  4.69760421  3.83017702
  5.94924587  5.62108019  5.24185315  5.80630114  5.12870861  5.41498724
  4.56810565  5.13027307  6.65783948  8.55979984  7.61042524  6.99032649
  7.27686494  6.23960616  5.5470229   6.48839628  4.54439469  5.8929867
  5.56664734  5.80313929  4.19548974  5.58178089 13.61365883 14.03691449
  5.27862956  4.45295269  5.65076738  6.65566795  5.15861484  5.39782018
  5.47288642  5.5620136   6.67047693  5.70240058]"|100,0
2|1732673204.9916043|"[0.30685845017433167, -1.0186455249786377, -1.457310438156128, -177.70116119364008, -126.52951711704975, -87.78234708601036]"|"[ 3.06334852  4.08480432  5.88383324  6.65482466  4.77399503  3.28929433
  4.45182841  5.55253889  5.43306335 17.17971974 48.30296526 34.90361912
  7.72664011  4.66729931  3.43629448  4.44375053  4.22708774  6.22726126
  5.71048031  7.55006718 18.40092512 17.76014002  8.28569288  9.1587342
  8.35166725  6.30094712  6.14744221  7.28073033  6.55595031  7.60325985
  9.5465063  10.34144512  7.95813406  7.22577048  5.73011681  5.02567394
  5.35861457  4.50318957  5.31277471  5.04433832  6.35179293  7.90968679
  7.35930395  5.93570238  6.64782466  6.8708817   6.78916963  6.28026709
  6.73072196  6.98638596  7.1610053   8.01228494  6.62270067  5.78647988
  3.99121042  6.51719085  5.89423819  7.76267624  7.49888409  6.88872602
  9.47816895  9.63268926  8.41302748  7.07665071  5.56885956  4.47889106
  4.90959778  9.83654438 10.9494847   7.91010175  8.42687256  9.32397784
 10.59590586 12.58262258 10.05642077 10.10766516 11.60754306 11.62966648
 10.15056966 11.50171739 11.72226735 10.6738961  13.53403883 17.38625954
 15.9351896  13.96384206 17.43977722 11.55556265  4.96172383 10.94594102
  8.47717211  8.24060595  7.06476118 10.53007051  9.23603184  6.96782214
  7.82922317  7.50050091  7.33143011  7.87917619  8.61696994  8.59036898
  8.59186076  8.90848123  9.04404737  9.29929563  9.98497676 10.6521256
  7.41372869  7.83524048  9.33415682  8.28467302  7.66784706  7.24332264
  4.84129712  7.04521378  6.98188644  6.89961026  6.99645127  7.04429245
  6.40432569  7.18628747  6.00628184  7.32428695  6.77406601  7.43318733
  6.04369762  6.41353223  5.88154389  3.57018225  5.21325547  6.77039223
  7.05598197 20.24549102 25.56515075  8.42625441  5.07178319  5.6266823
  6.33190193  3.83513754  6.11601794  7.64658356  6.47798616  6.62941223
  7.80240848  4.58837225  5.44422802  5.6939202   5.12003535  5.57566812
  6.02220497  5.99927546  6.35498756  6.17853426  6.41027478  6.06343757
  6.01803196  8.479434    7.16926091  4.98403181  5.37668953  6.10239803
  6.27684208  6.08610406  6.37471221  6.08537861  6.13871236  5.56153496
  6.51426606  6.82872379  4.88902099  5.18319964  6.29907412  6.82614429
  5.96732658  5.38999249  5.06780468  5.16186091  4.82045428  5.90606106
  5.21522286  3.86412778  5.44650238  4.24882629  5.45502745  4.1398461
  5.42655211  6.14310225  4.3581992   4.05410337  3.0597611   4.17613506
  4.65385273  5.38246757  5.54183027  5.27437234  3.90928088  4.87571763
  4.4066212   4.23697201  3.81345462  4.34749817  4.6967317   4.7612916
  4.58661436  4.928379    6.41935858  6.54541634  5.90995391  4.21840867
  4.27339211  5.15544024  4.68092202  5.04135114  5.08890727  4.47903233
  5.44582382  6.34601015  6.25839326  4.12922229  3.63918009  6.31033427
  5.34648668  4.15811887  4.34580563  5.14242282  4.33464786  4.95504843
  4.85401599  6.02043582  6.22170217  6.36732412  6.15694059  6.52005954
  5.8577262   4.91771839  5.77175663  6.98550478  4.66692956  3.59595664
  5.17372962  4.67176834  5.28562857  6.72528863 16.58656499 17.0797681
  4.60200644  4.23915553  4.06961499  4.39639832  5.26399187  5.26909206
  5.64880019  5.67032915  4.61606938  4.75450021]"|200,0
3|1732673369.178966|"[0.325093150138855, -1.0213170051574707, -1.3600530624389648, -177.782147685584, -126.6361089194073, -87.95715168159936]"|"[ 3.43724271  6.37534061  3.83635377  5.65516105  8.3232131   7.73441404
  8.75247099  7.68523908  6.32174412 14.92586145 38.42152738 26.09868362
  7.00148794  6.65772907  8.20020606  6.0114281   7.25947892  6.99804394
  8.24613322  8.93304927 12.74434709 11.4901926   7.32686696  7.23135486
  7.03492144  4.65382695  7.48486036  8.15894434  8.50447211  6.63005007
 16.63802552 22.47729888 10.5040047   8.14048456  8.8284956   8.1722787
  7.24673002  7.2808508   7.64749533  6.4168164   7.80923757  9.32194784
  6.90317186  5.85240604  8.04871664  8.24839861  6.7335344   7.69427052
  7.40534674  8.77714662  8.2203746  10.50101302  8.78436738  8.76299787
  7.76834594  7.28013904  9.014426    9.29823788  8.01030792  7.8096163
  6.74575233  8.9780507   7.58991114  6.60671184  9.92068642  8.22736448
  7.24653436 10.13040806 10.28539179 10.03935158  8.2396862   8.97136749
  8.97208945  7.42433641  9.32956156 10.41679616  7.45513395  9.6434122
  9.75075985  9.94346106 11.99475221 12.38680742 10.20160477 10.19307317
 12.77011671 12.79220316 14.25376597 11.74897876  9.4808764  10.37977168
 12.69418346 13.80633559 13.21822878 10.22807047 13.3683867  10.74057665
 13.21977836 14.90706558 13.91030662 11.12219905 14.04357494 10.80707653
  9.43192881  9.92314026  8.83979748 12.80112089 11.2580669  11.56669346
 11.40248093 10.36341255 10.44201701 10.53619846 11.74604767  9.19125891
  9.31175555  7.67401834  8.13638217  8.02939641 10.23711475 10.66345341
 10.62800482  8.44008527  7.91894885  8.44238904  9.33637322  6.85900521
  6.97585739  6.2980148   7.03446257  6.17903256  6.564641    6.97111152
 17.44465596 19.66064284  7.96876539  5.82855818  5.54150605  6.2901036
  6.40436954  6.28953386  6.75582794  4.18232636  6.67169819  8.69305807
  5.89529308  6.30534259  5.74786008  6.73973477  6.77659404  5.49355052
  6.83565592  8.41127226  5.5086894   5.84383168  5.87499485  7.06771503
  9.14164769  7.16226224  5.81348874  5.72530781  6.95883841  6.29301383
  4.76792319  5.51720694  5.52768856  6.07262658  8.07279567  6.66108199
  5.69882559  5.27105344  6.00764435  6.00833884  6.84550329  6.24757104
  6.34375063  4.79817209  5.90582445  7.24600809  5.87529166  6.42539518
  7.12973553  4.1056281   5.3204977   6.28780136  6.05108047  4.65859982
  5.56360215  5.21950386  4.86678296  5.75152785  5.95516309  5.49223333
  6.538189    6.80186726  5.15825729  5.30826389  5.31464648  5.97776576
  6.41696994  5.62404328  5.35829112  5.69961437  7.5758446   8.33900657
  7.63215843  6.67184668  6.21847175  6.98535527  5.49025035  4.42832243
  6.63373389  6.60629954  6.92750869  5.98678911  6.03948827  6.21127748
  4.89344139  5.15463035  5.62196817  5.58429979  5.32704638  6.429505
  6.75738143  6.0161819   5.57566716  5.49754245  6.4929648   5.37342694
  6.51511639  5.84035168  5.11617936  4.69859557  6.27362705  7.21629881
  6.14844352  4.48818718  5.16125117  6.02984247  5.6410255   5.44344056
  5.75242293  5.3865092   6.93542197  7.67719487  7.32484609  6.03657968
 12.50486717 16.92279691  8.57562085  5.49167383  6.85776921  7.05575992
  5.74130195  3.79781981  5.25275902  5.9675207 ]"|300,0
4|1732673389.0797627|"[0.3424311578273773, -1.0226753950119019, -1.2643600702285767, -177.66632619565354, -126.55963013070661, -87.7827463804667]"|"[ 3.14813937  6.05385771  8.37091569 10.67924514 11.29150264  9.33634421
  9.47165686  6.93463605  6.56874286 11.83756696 24.40005435 16.48532935
  8.25965308 10.18905139  8.89951344  8.55006452  8.92208128  8.33649318
  7.93916072  9.11723605 13.47423482 11.67149009  7.85515867  6.6928519
  6.35370364  7.15867355  8.37646111  7.318951    6.6231999   6.55129887
 14.78065784 21.32014127  9.30904787  7.80311704  9.54604393  8.82447616
  5.99651792  5.60467427  7.60944569  8.67575074 10.35707188 11.4404353
  7.94212251  7.95989057  6.989092    6.79569638  7.48886917  8.49106806
  8.17382231  7.32580257  6.90196425  9.9076748  10.05203809 10.90772243
  9.07374564  6.39371872  6.7025146   8.31323256  9.07380881  8.6521581
  5.87932401  5.97475924  7.49422862  8.33293331  6.56331867  7.0212428
  7.23781887  8.87152581 10.89544443  8.21439294  7.86824712  9.21123263
  7.46841863  7.81031948  8.45456097 11.3446992  10.65974628  7.63948413
  9.46561086 11.33164062 10.05045348  9.35896281  9.01497628  9.89834895
  9.7107569  10.16357857 10.3072098  11.97587332 13.68515477 16.77927206
 14.66997137 11.25424057 12.21884454 16.36226826 16.16697113 10.55304802
 10.45604658 13.08960301 16.59795419 14.6218561  10.62926742  9.41790259
 11.20050715 11.58921405 11.98360072 13.30802506 18.45124908 16.95606361
 10.73907142 10.78352166  8.6388925  10.01229281  9.506323   10.65004439
 14.50439037 11.76954097  8.85492649  8.11415353  6.56389302  7.27786557
  5.31864334  5.69001851  8.50272864 10.08059279  8.85922426  9.0155452
  7.2351254   8.17684823  9.29549655  7.55782538  6.89663557  7.98389801
 22.85191079 23.39523852  7.7764111   6.77258605  6.93411209 10.76312144
  8.93173954  7.35459726  9.91587723  8.34835483  6.72540964  7.7139736
  6.199275    5.22495379  4.83122447  4.75773212  5.47612086  5.45082563
  7.20096115  7.68202107  6.45110886  5.81104519  5.06179021  4.60656648
  4.87322928  5.44746211  6.70885911  4.89492361  5.82809013  6.75747376
  5.48738666  7.71139824  7.72901028  5.74570412  5.21837799  5.91826232
  5.75575021  5.08733167  5.82835723  5.98653318  4.18415422  7.43619239
  5.76392526  5.58688431  6.61480597  5.47343477  4.70799082  5.21531912
  6.64617821  6.89761161  5.04089343  5.98807088  6.64988717  7.32771479
  7.17112675  5.38812858  3.80622658  7.62452121  7.50955854  6.12820641
  6.30665868  5.15204158  4.52774252  5.1545614   6.43418192  5.13864969
  7.23898175  7.31582762  7.54426848  6.573051    5.09176543  6.62162292
  6.6994677   4.83893873  5.24767081  5.44482692  5.9899417   7.62248267
  6.16434977  6.7948082   7.62822239  8.01379818  8.16146898  7.74781251
  5.8651125   6.50967073  6.13710003  4.51003398  5.11741132  3.76023769
  3.99064839  4.58172464  7.10717148  6.11892515  4.39236794  5.03548706
  7.70835394  7.15667648  7.63361009  7.31585042  5.97310753  5.7130787
  6.95672975  7.39867881  6.0843494   5.45989957  4.28875594  4.7064674
  6.55556836  6.46255044  6.57413291  7.37816321  7.14031376  6.47509422
 13.79847277 21.14217509  9.90369469  5.78475017  6.32164518  8.0198242
  6.47858365  6.58748214  5.32442908  5.28265689]"|400,0
5|1732673409.2761137|"[0.35992056131362915, -1.0174989700317383, -1.1690475940704346, -177.6154645797529, -126.59238381125655, -87.78973574041059]"|"[ 2.09629815  4.88618626  6.60231382  8.80635727  7.59463944  7.49135937
  8.17812415  9.94175342  5.58539227  9.65889088 22.70678077 17.46783488
  7.56107631  5.84248012  7.02171184  7.36714125 10.7608451  13.08996128
 11.97325761  7.65453171  7.77214663  9.76574315  5.24039238  6.36590541
  8.21722879  9.62129515  7.77300667  6.63313544  9.58200892  9.24756302
 17.7070605  22.03433445 10.87741292  7.07576567  5.91294974  8.95010284
  9.27018723 10.23778139  8.54064788  8.22718003  8.80742186  8.89348068
  6.8051401   5.85961345  8.51355195  8.66508734  7.0460289   6.1343022
  8.4804979   7.83187817  7.90699109  9.67432362 10.40899314 10.4979238
 10.84800982  9.35371068  7.38368064  7.57939773  9.07660404  8.50803727
  8.5279799  10.22694662  9.77528698  8.40562317  7.01507624  8.20072082
  6.95566524  6.31464271  8.64341372 10.07773202  9.60910922 11.49663573
 10.71469001  7.72994006  7.76883177 11.23314845 13.14651552 10.02193261
  7.94124256  8.71292531 10.99459387 12.81429039 14.2449589  15.85638475
 15.9951586  16.1270274  21.59201765 17.90931029 13.87568091 12.75591586
 15.71412854 14.13300545 11.66282805 11.8040439  11.63159088 11.25240572
 11.26912823 12.19952279 11.95847372 10.72233233 11.84122811 12.72656065
 11.56837224 10.22968626 10.06817363  6.73766984 13.34299063 17.5505064
 15.79899896 10.7682063  11.55010282 12.79980376 12.16967666 11.06953169
 14.29489618 12.1014188   8.07871035  7.70275923  7.89401009  9.95139029
  8.38161777  7.3477665   6.64408419  6.08493996  8.13248277  8.01670012
  8.17107902  7.46684209  6.75068019  7.86179644  6.61514215  7.29539599
 19.21678929 18.16671093  9.66234846  8.48694918  9.68170894  9.79797434
  8.04319319  6.9056036   7.56488313  7.86166856  7.00999561  7.2886109
  7.38722304  7.29851387  8.63486956  7.20950984  6.93197658  6.15700592
  6.64630779  7.83433247  6.25984133  5.53669948  5.45186801  5.5922535
  6.51680783  7.54364718  5.56322799  6.25229565  8.36426287  6.26427484
  6.635422    6.39979008  7.31467402  6.46991796  5.21754992  5.4315887
  7.01276936  6.43837146  6.70155584  7.34633736  5.71251705  5.70404997
  6.81193331  6.09880804  7.57089094  6.10527986  5.27114195  7.23250437
  7.18324814  7.00690265  8.06263836  6.35543969  5.65005283  6.44743985
  7.67546614  7.42418958  9.05823654  7.62211121  6.9205033   7.64351783
  7.57065718  6.73010335  7.31777913  4.63987945  5.50050232  5.27611571
  4.51866858  4.64323571  7.59243676  6.89652388  7.46937453  7.59122257
  6.84603852  7.31659106  7.3870843   9.71869785  9.49594018  7.85360901
  7.97463857  8.49443846  6.70025737  4.75765736  6.31188085  6.4927316
  7.38230118  5.28699447  5.7470239   6.95062984  6.50707564  6.87427383
  8.19836471  7.0838814   7.77318062  5.80327772  5.85849401  5.61489474
  5.95911955  8.70696144  8.87523628  6.52561827  7.10965012  7.93216593
  8.17612716  8.57294096  6.24525436  5.88351314  6.86767154  6.01182112
  6.68997061  6.84961063  6.99479129  7.07386641  7.03717025  8.3134726
  8.40925107 18.49709483 14.16812649  4.91002468  5.45143721  4.66914973
  3.82532427  5.27136879  5.42022656  5.28287687]"|500,0
6|1732673435.447883|"[0.37251418828964233, -1.0247268676757812, -1.0669025182724, -177.81183318656764, -126.59230100920789, -87.32326115476752]"|"[ 4.72803337  8.1391785   9.5551622  11.64756632  9.518164    8.39775979
  8.40567233  6.66660526  8.55457726  9.13531378 14.2322537  10.25936214
  9.44756395 10.60432742  6.23108927  7.59388362  8.90487589  8.4682373
  8.34412599  8.99969967 11.77702869 10.40455823 11.10858492 10.75272127
  8.33054987  8.3324587   8.78425873  8.97693666  8.83890618  8.774424
 25.68437673 31.32434354 12.35001564  8.17576792  7.82999108  7.51044033
  6.0657905   7.68638236  7.57783504  5.38600026  4.52652905  6.86931055
  5.79446913  5.70913371  6.44662     7.45956638  7.79755709  7.58740509
  6.79390522  5.7043508   7.70762677 10.70435737 10.14396271  9.67074205
  7.0488964   6.9160679   8.05242259  6.91247489  7.35926846  8.40233536
 10.05203888 12.98179956 11.94427379 10.91027461  8.11226979  7.14984063
  9.09506004  8.88783263  6.89144821  7.62900268  8.42086691  7.69627717
  8.23611991  9.01425991  7.18604208  8.27874195  8.52728817  8.2219823
  9.86299018  9.29942773  9.02380714  9.21417144  7.20873638  6.910748
  8.54663184 10.1178272  11.07322513  8.90364964  9.14535958  9.59229313
 10.30596848 12.15939501 10.80467373 10.88033798  9.81062303 10.16529281
 10.77136816  9.41037366 11.09890085 14.80310975 16.22251586 14.6654337
 14.15217252 11.83877442 16.9021556  18.73423489 14.69620056 13.95237245
 19.66828999 19.58554463 13.52220103 15.97867668 16.67844656  8.65527433
  9.60184595 13.42268797 12.59442188 11.12820109  8.81164442 10.1418578
 10.2466781   9.93646962 10.22278487  8.62653568 10.39622205 10.61742515
  9.61790023 11.12479696 17.98233594 27.65269935 17.8558853  13.65862979
 14.50651722  8.56824672  9.14745141  9.81829359  9.416719    9.53416948
  9.32770386  9.71658566  9.23821806  9.31323407 10.42373387  9.7312315
  9.25233129  7.32804275  6.05865749  6.51359028  8.17635725  8.40299393
  5.92513813  4.12435522  6.63194433  7.4564127   8.28709171  7.73937632
  7.51104345  8.7236374   7.48344365  8.99355104  9.05727204  7.76127853
  6.86501587  5.43536374  6.64949787  6.00124756  6.13433682  5.40012096
  5.28885153  6.75645567  5.61192976  6.51476609  6.35958692  5.73572021
  6.73632876  6.24522491  7.52087082  7.4199996   7.5041544   7.10106511
  8.77032489  7.4449778   6.34049508  7.03632137  8.10827817  8.43977044
  6.03277555  5.06350348  3.96013076  7.46109595  9.61887937 10.43731316
  9.48387434  8.5116546   6.7825291   8.92702161  8.22687838  6.6416278
  5.96675045  6.43877747  5.74244422  5.9568338   6.55438264  7.03248268
  6.61832815  8.48999076  9.28175976  7.21184337  5.43502197  4.43382985
  7.31519862  6.71835786  6.64944074  8.36904918  8.96952153  7.0052853
  5.14842772  7.30306318  8.37234523  5.83927835  6.1461115   6.45375428
  5.15953498  5.7131251   6.53117361  5.26364698  5.14131889  6.18606929
  8.03261711  7.33557238  7.27391645  9.69134168 10.97669259  8.35334479
  6.60995743  6.02491035  6.58581383  7.67247252  6.68334871  5.84609839
  8.06075792  6.96797909  5.91601492  7.48781011  6.53987851  6.04233545
  6.13655643  6.09964253  5.77285471  6.66313476  6.4820422   9.31318474
 10.01242662  8.59403044 11.52647877  8.25528313]"|600,0
7|1732673456.329949|"[0.3984360694885254, -1.0183937549591064, -0.9695547223091125, -177.32437568580326, -126.74148148450497, -87.47124450480273]"|"[ 3.67147657  5.64938212  7.53755068 11.48332861  9.15000163  7.67459283
  9.46589371  9.09859042 11.06728557  9.60522806 12.06014019 11.16944901
 12.03660947 10.81176387  8.82662847 10.03575743 10.17365404  7.78280735
  6.03276909  6.87134604  9.29405104  9.05670744  8.58901097  5.87387621
  4.08088118  5.26829114  6.88792864  6.74797123  8.49295395  8.99434439
 24.27522428 35.39127583 13.93984668  6.0172063   8.74295784  9.06585243
  7.84250686  7.85212396  7.17822634  5.21504075  6.44125788 11.16874882
  9.04388145  8.38014018  9.60882284  7.50104855  8.77742552  7.93191545
  5.83048301  8.58093863  9.87513306 10.11412832 10.5374412   9.36906616
  7.81374399  6.82856258  7.30095942  8.45381788  8.38720502  9.68334194
  7.91296378 10.84988232 11.00581389  6.53388619  6.99916493  4.99595226
  7.7372049   8.98983235  9.19050625 10.86981714 12.00741498  9.30428447
  7.57060953  7.32535103 10.15966361 10.27225585  8.8318866  11.4802962
 10.53499616  9.44157298 14.33075347 13.36202554 11.45267035 12.58380405
 10.11622123 12.23160157 11.73304161 12.94722838 13.3146565   9.9704879
 13.96672085 13.50505401 13.72088828 10.19690015 14.01385012 15.700483
 16.90298232 15.52275897 16.99277471 18.85821495 21.21802595 13.22647873
 12.21715361 17.73291202 11.67151349 11.46103201 13.01714397  8.76572679
 11.8259168  10.38753257 14.15141925 10.99854078  9.51030225 11.55821925
 11.25760663  8.44717915  7.9783585   7.91159946  9.49402498 10.74459492
 10.24124678  7.84676027 10.30717313 10.5505603   8.44976466  9.11987662
  8.01751031  7.80563731  7.42566022  9.72959177 10.54391785 17.60612572
 19.50449544  8.32113075  8.48132756  9.80637505 10.60396093  9.40072878
  5.43335341  7.25528138  9.6579549   9.74963347  8.03437369  4.65674698
  5.78622144  7.70363198 11.13708797 11.23808754  9.4414053   8.17397778
  6.23878643  6.23009841  8.24583986  6.01011212  6.19544506  7.29927508
  6.72235637  6.66242644  6.34985045  7.07902805  7.64239118  7.2603451
  7.73278547  7.96136274  7.46754247  7.83678746  6.48154835  6.81224965
  8.85225347  7.13901051  5.87761029  6.08084082  6.46888519  6.60988052
  6.27548538  6.91937354  5.70660235  7.18810969  4.94549088  4.985577
  5.83199974  5.71897552  3.84732186  5.11323928  7.2263665   8.22753735
  7.485885    8.1059094   5.83925426  4.45070332  6.26787768  6.21179756
  6.30039559  7.82056135  8.3177029   8.52354336  7.13118882  6.64860109
  6.82553323  7.15411359  6.90642809  8.20921296  7.59047726  6.39789807
  5.91147314  7.09687601  7.5275986   8.2666468   5.51975578  7.00200204
  7.40630988  6.34496436  8.09525726  6.93774687  6.38043522  6.5072512
  4.1110481   4.39550324  5.85679536  6.08765989  5.871892    6.20319747
  5.38285937  6.93226535  7.44280714  5.75119736  5.65424994  4.68544693
  6.72941469  9.30938057 10.01571892  6.81228292  5.92873534  6.21728064
  5.28628244  4.5668951   5.09529951  5.36074372  5.43538833  5.22104986
  4.59563252  4.30992087  5.61494607  8.05290128  7.72805271  7.6940341
  5.89809424  6.11968473 13.56464072 15.08987234  8.09299142  7.55839932
  5.23595432  6.80272463  6.67302279  5.48374624]"|700,0
